Index,야영(캠핑)장명,야영(캠핑)장구분,위도,경도,소재지도로명주소,소재지지번주소,야영장전화번호,야영사이트수,부지면적,건축연면적,1일최대수용인원수,주차장면수,편의시설,안전시설,기타부대시설,이용시간,이용요금,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
1708,제이원빌리지,야영장,35.13134365,128.017207,경상남도 진주시 내동면 내축로563번길 27-3,경상남도 진주시 내동면 유수리 691-4,055-756-1625,10,1520,115.31,70,20,화장실+샤워장+개수대+조리대,대피소+소화기,수영장+놀이형시설(실내 놀이터)+매점,14:00~11:00,100000~250000,055-749-8591,진주시청,2019-10-30,5310000,경상남도 진주시
1709,오투스토리 캠핑장,야영장,35.3118339,126.743275,전라남도 장성군 황룡면 홍길동로 271,전라남도 장성군 황룡면 아곡리 46-1,061-813-2222,4,11899,717,60,50,전기시설+상하수도시설+샤워실+화장실+취사실,소화기+확성기+안전게시물+대피공간+관리요원,글램핑 10동,당일 15:00 ~ 익일 11:00,"90,000원(성수기 주말요금은 별도)",061-390-7252,장성군청,2019-06-30,4980000,전라남도 장성군
1710,북상휴양관 빨간자전거 캠핑장,야영장,35.4262226,126.847338,전라남도 장성군 북하면 백양로 447,전라남도 장성군 북하면 신성리 71-1,061-394-0000,15,11375,977,60,20,전기시설+상하수도시설+샤워실+화장실+취사실,소화기+확성기+안전게시물+대피공간+관리요원,-,당일 15:00 ~ 익일 11:00,"사이트 30,000원(주말, 주중 동일)",061-390-7252,장성군청,2019-06-30,4980000,전라남도 장성군
1711,㈜포세이돈,야영장,37.7013629,127.5178326,경기도 가평군 청평면 고재길 262-101,경기도 가평군 청평면 고성리 2-27,000-0000-0000,6,2009,,24,2,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
1712,동물카라반펜션,야영장,37.74689052,127.3595132,경기도 가평군 상면 임초밤안골로 313,경기도 가평군 상면 임초리 625,000-0000-0000,9,2552,,36,3,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
1713,가평카라반캠핑농원,야영장,37.83870759,127.5043035,경기도 가평군 가평읍 문화로 291-25,경기도 가평군 가평읍 읍내리 803외 1필지,000-0000-0000,8,2382,,32,3,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
1714,새연리조트,야영장,37.8469633,127.3466885,경기도 가평군 조종면 운악청계로333번길 86,경기도 가평군 조종면 신상리 477 외 2필지,000-0000-0000,8,2059,,32,3,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
1715,장태산자연휴양림캠핑장,자동차야영장,36.21596913,127.3412778,대전광역시 서구 장안로 461,대전광역시 서구 장안동 259,042-270-7883,20,4237,138.62,100,27,전기기설+상하수도시설+취사사설+샤워실+화장실,소화기+방송장비+안전게시물+대피공간+관리요원,Y,14:00~익일13:00,"비수기20,000원 성수기25,000원",042-270-7883,장태산자연휴양림관리사무소,2019-10-08,6300000,대전광역시
1716,황매산국민여가캠핑장,자동차야영장,35.480765,127.9836128,경상남도 합천군 가회면 둔내리 산219-11,경상남도 합천군 가회면 둔내리 산219-11,055-930-4753,97,20330,,1000,210,전기시설+상하수도시설,소화기,,24시간,,055-930-3753,합천군청,2019-09-20,5480000,경상남도 합천군
1717,금산국민여가캠핑장,자동차야영장,36.10505775,127.5686589,충청남도 금산군 제원면 닥실길 16,충청남도 금산군 제원면 저곡리 26,041-753-2460,25,7122,71.2,100,45,"카라반, 관리실,화장실, 정자 등","cctv, 소화기,방송시설 등","수영장, 족구장",당일 14:00익일 11:00,평일 : 2만원주말 : 3만원,041-750-2382,금산군청,2019-07-30,4550000,충청남도 금산군
1718,금산인삼골오토캠핑장,자동차야영장,36.088731,127.5874732,충청남도 금산군 제원면 달고개길 113,충청남도 금산군 제원면 용화리 271,041-752-1210,55,166000,282,220,150,"관리동, 화장실,샤워실, 개수대 등","cctv, 소화기,방송시설 등",어린이놀이터,당일 14:00익일 11:00,평일 : 2만원주말 : 2만원,041-750-2382,금산군청,2019-07-30,4550000,충청남도 금산군
1719,금산산림문화타운캠핑장,야영장,36.06776064,127.3690934,충청남도 금산군 남이면 느티골길 200,충청남도 금산군 남이면 건천리 산 166,041-750-3435,83,8140,133,330,350,"안내소, 화장실,개수대, 매점 등","cctv, 소화기,방송시설 등",놀이형시설,당일 14:00익일 12:00,평일 : 2만원주말 : 2만원,041-750-2382,금산군청,2019-07-30,4550000,충청남도 금산군
1720,하늘물빛정원글램핑,야영장,36.2230368,127.4829571,충청남도 금산군 추부면 검한1길 156,충청남도 금산군 추부면 요광리 713-1,041-751-7713,5,3533,1389,25,150,"관리동, 화장실,샤워실 등","cctv, 소화기,조명시설 등",야외 쉼터 등,당일 14:00익일 11:00,평일 : 13만원주말 : 17만원,041-750-2382,금산군청,2019-07-30,4550000,충청남도 금산군
1721,진산자연휴양림캠핑장,야영장,36.12303243,127.3441498,충청남도 금산군 진산면 대둔산로 6,충청남도 금산군 진산면 묵산리 산 87-13,041-753-4242,43,1659,232,172,60,"관리동, 화장실,샤워실 등","cctv, 소화기,조명시설 등",수영장 등,당일 14:00익일 11:00,평일 : 3만원주말 : 4만원,041-750-2382,금산군청,2019-07-30,4550000,충청남도 금산군
1722,심천힐링관광농원,야영장,35.99349179,127.484801,충청남도 금산군 남일면 신동길 239-110,충청남도 금산군 남일면 신동리 692,041-750-7400,12,2380,94.74,48,20,"관리동, 화장실,샤워실, 개수대 등","cctv, 소화기,방송시설 등",수영장 등,당일 14:00익일 11:00,평일 : 3만원주말 : 3만원,041-750-2382,금산군청,2019-07-30,4550000,충청남도 금산군
1723,산꽃벚꽃마을 오토캠핑장,야영장,36.19439671,127.5676081,충청남도 금산군 군북면 자진뱅이길 39,충청남도 금산군 군북면 산안리 302,041-751-3322,35,23402,254.85,140,77,"관리동, 화장실,샤워실, 개수대 등","cctv, 소화기,방송시설 등",족구장,당일 14:00익일 11:00,평일 : 2만원주말 : 3만원,041-750-2382,금산군청,2019-07-30,4550000,충청남도 금산군
1724,서대산드림캠핑파크,야영장,36.23625553,127.53303,충청남도 금산군 추부면 성당로 247,충청남도 금산군 추부면 성당리 2-2,041-751-5017,46,2500,42.2,184,100,"관리동, 화장실,샤워실, 개수대 등","cctv, 소화기,방송시설 등","놀이형시설, 수영장 등",당일 14:00익일 11:00,평일 : 3만원주말 : 4만원,041-750-2382,금산군청,2019-07-30,4550000,충청남도 금산군
1725,만정 캠핑장,야영장,37.51436567,126.5520578,인천광역시 중구 중산로29번길 174,,032-751-0022,44,3306,,131,,수영장＋매점＋가두리양식장＋개수대＋화장실＋샤워실,안전펜스,,,,032-760-8966,인천광역시 중구청,2019-06-03,3490000,인천광역시 중구
1726,왕산가족오토캠핑장,야영장,37.45782956,126.3682089,인천광역시 중구 용유서로423번길 42,,1588-3266,75,6264,,450,,개수대＋샤워실＋화장실＋매점＋바비큐장,소화기,,,,032-760-8966,인천광역시 중구청,2019-06-03,3490000,인천광역시 중구
1727,섬뜰아래,야영장,37.39612229,126.4248329,인천광역시 중구 대무의로 229,,032-747-0920,15,3626,,108,,카페＋바비큐장＋매점＋취사장＋화장실＋샤워실,소화기,,,,032-760-8966,인천광역시 중구청,2019-06-03,3490000,인천광역시 중구
1728,락인뜰,야영장,37.45415357,126.3958041,인천광역시 중구 늘목로 38,,000-0000-0000,23,609,,92,,개수대＋샤워실＋화장실＋놀이터＋매점,소화기,,,,032-760-8966,인천광역시 중구청,2019-06-03,3490000,인천광역시 중구
1729,힐링캠프글램핑,야영장,37.45415357,126.3958041,인천광역시 중구 늘목로 38,,000-0000-0000,14,1460,,56,,개수대＋샤워실＋화장실＋놀이터＋매점,소화기,,,,032-760-8966,인천광역시 중구청,2019-06-03,3490000,인천광역시 중구
1730,금오산 야영장,야영장,36.10614866,128.3174785,,경상북도 구미시 남통동 산147,054-480-4631,116,30660,,464,200,상하수도시설+화장실,소화기+확성기등방송장비+안전게시물+대피공간+관리요원,체련단련실+야외물놀이장+지압로+파고라,예약시작일 06:00~종료일 21:00,무료,054-480-4605,금오산도립공원관리사무소,2019-06-30,5080000,경상북도 구미시
1731,옥성자연휴양림,야영장,36.27907203,128.2844292,경상북도 구미시 옥성면 휴양림길 150,경상북도 구미시 옥성면 주아리 산145-1,054-481-4052,64,6892,,256,30,상하수도시설+샤워실+화장실,소화기+확성기등방송장비+안전게시물+대피공간+관리요원,"물놀이장,마당숲,등산로,테마가 있는길",예약시작일 14:00~종료일 11:00,"6,000원",054-481-4052,구미시설공단,2019-06-30,5080000,경상북도 구미시
1732,구미캠핑장,야영장,36.13113484,128.3680689,경상북도 구미시 낙동제방길 200(양호동),경상북도 구미시 양호동 614-1,054-480-2184,157,71300,,628,320,상하수도시설+화장실+매점+샤워장+전기,소화기+확성기등방송장비+안전게시물+대피공간+관리요원+cctv,"잔디광장,다목적광장,체육시설",예약시작일 13:00~종료일 13:00,30000원,054-480-2184,구미시설공단,2019-06-30,5080000,경상북도 구미시
1733,라온글램핑,야영장,35.33361657,126.8640329,전라남도 장성군 북하면 병풍로 963-14,전라남도 장성군 북하면 월성리 811-2,070-4273-4002,2,2808,92,28,20,전기시설+상하수도시설+샤워실+화장실+취사실,소화기+확성기+안전게시물+대피공간+관리요원,글램핑 10동,당일 15:00 ~ 익일 11:00,"A타입(6):100,000원+B타입(2):110,000원+C타입(1):130,000원+D타입(1):160,000원(성수기 주말요금은 별도)",061-390-7252,장성군청,2019-06-30,4980000,전라남도 장성군
1734,병풍바위야영장,야영장,37.14103474,129.280331,강원도 삼척시 원덕읍 산양서원1길 89,강원도 삼척시 원덕읍 산양리 751-1,033-572-8658,40,4981,50,160,20,전기시설+상하수도시설+샤워실,소화기,샤워장 화장실,,"30,000",033-570-3841,삼척시청 관광정책과,2019-05-15,4240000,강원도 삼척시
1735,㈜하이원추추파크,야영장,37.18395306,129.0385695,강원도 삼척시 도계읍 심포남길 99,강원도 삼척시 도계읍 심포리 231-3,033-550-7788,31,8128,22,124,31,전기시설+상하수도시설+샤워실,소화기,샤워장 화장실,,"30,000",033-570-3841,삼척시청 관광정책과,2019-05-15,4240000,강원도 삼척시
1736,장호비치캠핑장,야영장,37.28455996,129.312428,강원도 삼척시 근덕면 삼척로 2116,강원도 삼척시 근덕면 장호리 217-2,033-576-0884,34,19069,289,160,75,전기시설+상하수도시설+샤워실,소화기,샤워장 화장실,,"30,000",033-570-3841,삼척시 해양관광센터,2019-05-15,4240000,강원도 삼척시
1737,상소오토캠핑장,야영장,36.23799812,127.4689701,대전광역시 동구 산내로 748(상소동),대전광역시 동구 상소동 산1-1번지,042-273-4174,50,16975,216,250,67,개수대+샤워실,소화기,잔디광장,연중무휴,평일:20000원+주말:25000원,042-251-4772,대전광역시 동구청,2019-09-23,3640000,대전광역시 동구
1738,좌구산 오토캠핑장,자동차야영장,36.71382999,127.649695,,충청북도 증평군 증평읍 율리휴양로 418,043-835-4557,11,18000,,80,20,"화장실, 휴게정자, 샤워실 등",소화기,"족구장, 운동장",09:00~24:00,30000,043-835-4557,증평군청,2019-09-17,5570000,충청북도 증평군
1739,무릉계곡힐링캠프장,야영장,37.4634633,129.0193739,강원도 동해시 삼화로538(삼화동),강원도 동해시 삼화동 859,033-539-3700,62,5000,8.6,62,100,전기시설+상하수도시설+샤워실+화장실,소화기+방활사+방송장비+안전게시물+관리요원,,지정일14:00~익일12:00,"15,000",033-530-2234,강원도 동해시청,2019-09-10,4210000,강원도 동해시
1740,동해망상오토캠핑리조트,자동차야영장,37.6004463,129.0784373,강원도 동해시 동해대로 6370(망상동),강원도 동해시 망상동 393-39,033-539-3600,59,83554,4832.9,64,100,전기시설+상하수도시설+샤워실+화장실,소화기+방활사+방송장비+안전게시물+관리요원,,지정일14:00~익일12:00,"27,000",033-530-2234,강원도 동해시청,2019-09-10,4210000,강원도 동해시
1741,망상오토캠핑리조트 제2오토캠핑장,자동차야영장,37.590133,129.094373,강원도 동해시 동해대로 6220(망상동),강원도 동해시 망상동 393-97,033-539-3618,17,25000,200,41,120,전기시설+상하수도시설+샤워실+화장실,소화기+방활사+방송장비+안전게시물+관리요원,,지정일14:00~익일12:00,"22,000",033-530-2234,강원도 동해시청,2019-09-10,4210000,강원도 동해시
1742,아름다운 캠프,자동차야영장,37.5746288,129.1133599,강원도 동해시 대진1길 47-2 (대진동),강원도 동해시 대진동 177-3,000-0000-0000,15,6234,95.2,41,41,전기시설+상하수도시설+샤워실+화장실,소화기+방활사+방송장비+안전게시물+관리요원,,지정일14:00~익일12:00,"30,000",033-530-2232,강원도 동해시청,2019-09-10,4210000,강원도 동해시
1743,추암오토캠핑장,자동차야영장,37.47709262,129.1591867,강원도 동해시 촛대바위길 28(추암동),강원도 동해시 추암동 1,033-539-3637,20,7000,113.8,32,32,전기시설+상하수도시설+샤워실+화장실,소화기+방활사+방송장비+안전게시물+관리요원,,지정일14:00~익일12:00,"27,000",033-530-2234,강원도 동해시청,2019-09-10,4210000,강원도 동해시
1744,휴파크,자동차야영장,35.3192032,126.7267205,전라남도 장성군 황룡면 홍길동로 431,전라남도 장성군 황룡면 아곡리 296,061-394-6777,20,6383,62,50,50,전기시설+상하수도시설+샤워실+화장실+취사실,소화기+확성기+안전게시물+대피공간+관리요원,글램핑 1동,당일 15:00 ~ 익일 11:00,"카라반4인용 set :80,000원+ 카라반6인용 set :100,000원(성수기 주말요금 별도)",061-390-7252,장성군청,2019-06-30,4980000,전라남도 장성군
1745,학교가자캠핑장,자동차야영장,35.3325942,126.782186,전라남도 장성군 장성읍 안평장동길 13,전라남도 장성군 장성읍 안평리 42-1,061-395-2002,11,15231,423,250,20,전기시설+상하수도시설+샤워실+화장실+취사실,소화기+확성기+안전게시물+대피공간+관리요원,글램핑 10동,당일 14:00 ~ 익일 11:00,"텐트:30,000원+글램핑:80,000원+카라반4인용 : 80,000원+카라반6인용 : 100,000원(성수기 주말요금 별도)",061-390-7252,장성군청,2019-06-30,4980000,전라남도 장성군
1746,(주)한실관광농원 야영장,야영장,35.2317756,126.6520825,전라남도 장성군 삼서면 대곡한실길 47,전라남도 장성군 삼서면 대곡리 466,061-393-7951,21,9544,250,50,30,전기시설+상하수도시설+샤워실+화장실+취사실,소화기+확성기+안전게시물+대피공간+관리요원,글램핑 3동,당일 15:00 ~ 익일 11:00,"사이트:30,000원+글램핑:130,000원",061-390-7252,장성군청,2019-06-30,4980000,전라남도 장성군
